"C:\DIANA\Section B\VolatilityWorkbench\vol.exe" -f "D:\SectionB\RAM Capture\RAM CAPTURE 3.raw" windows.ldrmodules.LdrModules 
Volatility 3 Framework 2.5.0
Pid	Process	Base	InLoad	InInit	InMem	MappedPath
1316	svchost.exe	0x74780000	True	True	True	\Windows\System32\kernel.appcore.dll
1316	svchost.exe	0x747a0000	True	True	True	\Windows\System32\profapi.dll
1316	svchost.exe	0x77120000	True	True	True	\Windows\System32\rpcrt4.dll
1316	svchost.exe	0x75670000	True	True	True	\Windows\System32\kernel32.dll
1316	svchost.exe	0x74d60000	True	True	True	\Windows\System32\gdi32full.dll
1316	svchost.exe	0x74ad0000	True	True	True	\Windows\System32\bcryptprimitives.dll
1316	svchost.exe	0x749b0000	True	True	True	\Windows\System32\ucrtbase.dll
1316	svchost.exe	0x74bc0000	True	True	True	\Windows\System32\crypt32.dll
1316	svchost.exe	0x754b0000	True	True	True	\Windows\System32\msvcp_win.dll
1316	svchost.exe	0x74ed0000	True	True	True	\Windows\System32\win32u.dll

1316	svchost.exe	0x75530000	True	True	True	\Windows\System32\wintrust.dll
1316	svchost.exe	0x75580000	True	True	True	\Windows\System32\cfgmgr32.dll
1316	svchost.exe	0x76f10000	True	True	True	\Windows\System32\gdi32.dll
1316	svchost.exe	0x75710000	True	True	True	\Windows\System32\nsi.dll
1316	svchost.exe	0x76fd0000	True	True	True	\Windows\System32\advapi32.dll
1316	svchost.exe	0x76f40000	True	True	True	\Windows\System32\coml2.dll
1316	svchost.exe	0x77050000	True	True	True	\Windows\System32\msvcrt.dll

1316	svchost.exe	0x77d10000	True	True	True	\Windows\System32\ntdll.dll
1316	svchost.exe	0x77900000	True	True	True	\Windows\System32\oleaut32.dll
1316	svchost.exe	0x77420000	True	True	True	\Windows\System32\user32.dll
1316	svchost.exe	0x77340000	True	True	True	\Windows\System32\sechost.dll
1316	svchost.exe	0x77390000	True	True	True	\Windows\System32\SHCore.dll
1316	svchost.exe	0x775a0000	True	True	True	\Windows\System32\combase.dll
1316	svchost.exe	0x77800000	True	True	True	\Windows\System32\ole32.dll
1532	svchost.exe	0x747c0000	True	True	True	\Windows\System32\KernelBase.dll
1532	svchost.exe	0x7e0000	False	False	False	\Windows\System32\en-US\svchost.exe.mui
1532	svchost.exe	0x6e660000	True	True	True	\Windows\System32\Pimstore.dll
1532	svchost.exe	0x1270000	True	False	True	\Windows\System32\svchost.exe
1532	svchost.exe	0xf70000	False	False	False	\Windows\System32\PhoneutilRes.dll
1532	svchost.exe	0x6e5d0000	True	True	True	\Windows\System32\UserDataTypeHelperUtil.dll
1532	svchost.exe	0x6da10000	True	True	True	\Windows\System32\wshbth.dll
1532	svchost.exe	0x6e5e0000	True	True	True	\Windows\System32\UserDataPlatformHelperUtil.dll
1532	svchost.exe	0x6e600000	True	True	True	\Windows\System32\Phoneutil.dll
1532	svchost.exe	0x74330000	True	True	True	\Windows\System32\bcrypt.dll
1532	svchost.exe	0x6e7f0000	True	True	True	\Windows\System32\BTAGService.dll
1532	svchost.exe	0x6e740000	True	True	True	\Windows\System32\CallHistoryClient.dll
1532	svchost.exe	0x6e790000	True	True	True	\Windows\System32\PhoneOm.dll
1532	svchost.exe	0x740b0000	True	True	True	\Windows\System32\mswsock.dll
1532	svchost.exe	0x71190000	True	True	True	\Windows\System32\BthTelemetry.dll
1532	svchost.exe	0x742c0000	True	True	True	\Windows\System32\wldp.dll
1532	svchost.exe	0x74730000	True	True	True	\Windows\System32\powrprof.dll
1532	svchost.exe	0x74550000	True	True	True	\Windows\System32\devobj.dll
1532	svchost.exe	0x74780000	True	True	True	\Windows\System32\kernel.appcore.dll
1532	svchost.exe	0x77340000	True	True	True	\Windows\System32\sechost.dll
1532	svchost.exe	0x74ed0000	True	True	True	\Windows\System32\win32u.dll
1532	svchost.exe	0x74ad0000	True	True	True	\Windows\System32\bcryptprimitives.dll
1532	svchost.exe	0x749b0000	True	True	True	\Windows\System32\ucrtbase.dll
1532	svchost.exe	0x74d60000	True	True	True	\Windows\System32\gdi32full.dll
1532	svchost.exe	0x74bc0000	True	True	True	\Windows\System32\crypt32.dll
1532	svchost.exe	0x75670000	True	True	True	\Windows\System32\kernel32.dll
1532	svchost.exe	0x75530000	True	True	True	\Windows\System32\wintrust.dll
1532	svchost.exe	0x754b0000	True	True	True	\Windows\System32\msvcp_win.dll
1532	svchost.exe	0x75580000	True	True	True	\Windows\System32\cfgmgr32.dll
1532	svchost.exe	0x77050000	True	True	True	\Windows\System32\msvcrt.dll
1532	svchost.exe	0x76f10000	True	True	True	\Windows\System32\gdi32.dll
1532	svchost.exe	0x76fd0000	True	True	True	\Windows\System32\advapi32.dll
1532	svchost.exe	0x77120000	True	True	True	\Windows\System32\rpcrt4.dll
1532	svchost.exe	0x77d10000	True	True	True	\Windows\System32\ntdll.dll
1532	svchost.exe	0x775a0000	True	True	True	\Windows\System32\combase.dll
1532	svchost.exe	0x77420000	True	True	True	\Windows\System32\user32.dll
1532	svchost.exe	0x77900000	True	True	True	\Windows\System32\oleaut32.dll
1588	svchost.exe	0x6d6e0000	True	True	True	\Windows\System32\nlasvc.dll
1588	svchost.exe	0x1210000	False	False	False	\Windows\System32\en-US\svchost.exe.mui
1588	svchost.exe	0x1250000	False	False	False	\Windows\System32\en-US\dosvc.dll.mui
1588	svchost.exe	0x1270000	True	False	True	\Windows\System32\svchost.exe
1588	svchost.exe	0x33e0000	False	False	False	\Windows\System32\winnlsres.dll
1588	svchost.exe	0x33f0000	False	False	False	\Windows\System32\en-US\winnlsres.dll.mui
1588	svchost.exe	0x37e0000	False	False	False	\Windows\System32\en-US\vsstrace.dll.mui
1588	svchost.exe	0x5700000	False	False	False	\Windows\System32\en-US\ESENT.dll.mui
1588	svchost.exe	0x696e0000	True	True	True	\Windows\System32\crypttpmeksvc.dll
1588	svchost.exe	0x68fc0000	True	True	True	\Windows\System32\Windows.Web.dll
1588	svchost.exe	0x69680000	True	True	True	\Windows\System32\webauthn.dll
1588	svchost.exe	0x696c0000	True	True	True	\Windows\System32\cryptcatsvc.dll
1588	svchost.exe	0x6a860000	True	True	True	\Windows\System32\wbemcomn.dll
1588	svchost.exe	0x6a380000	True	True	True	\Windows\System32\wbem\wbemsvc.dll
1588	svchost.exe	0x69930000	True	True	True	\Windows\System32\webio.dll
1588	svchost.exe	0x696f0000	True	True	True	\Windows\System32\cryptsvc.dll
1588	svchost.exe	0x699f0000	True	True	True	\Windows\System32\netapi32.dll
1588	svchost.exe	0x6a680000	True	True	True	\Windows\System32\dsparse.dll
1588	svchost.exe	0x6a3f0000	True	True	True	\Windows\System32\wbem\fastprox.dll
1588	svchost.exe	0x6a620000	True	True	True	\Windows\System32\rasadhlp.dll
1588	svchost.exe	0x6a6d0000	True	True	True	\Windows\System32\vsstrace.dll
1588	svchost.exe	0x6a690000	True	True	True	\Windows\System32\wkssvc.dll
1588	svchost.exe	0x6a6f0000	True	True	True	\Windows\System32\vssapi.dll
1588	svchost.exe	0x6b680000	True	True	True	\Windows\System32\FWPUCLNT.DLL
1588	svchost.exe	0x6add0000	True	True	True	\Windows\System32\esent.dll
1588	svchost.exe	0x6a8d0000	True	True	True	\Windows\System32\wbem\wbemprox.dll
1588	svchost.exe	0x6b570000	True	True	True	\Windows\System32\dosvc.dll
1588	svchost.exe	0x6d5d0000	True	True	True	\Windows\System32\wlanapi.dll
1588	svchost.exe	0x6cf30000	True	True	True	\Windows\System32\es.dll
1588	svchost.exe	0x6b6d0000	True	True	True	\Windows\System32\dnsrslvr.dll
1588	svchost.exe	0x6d150000	True	True	True	\Windows\System32\npmproxy.dll
1588	svchost.exe	0x6d680000	True	True	True	\Windows\System32\ncsi.dll
1588	svchost.exe	0x73ea0000	True	True	True	\Windows\System32\IPHLPAPI.DLL
1588	svchost.exe	0x70250000	True	True	True	\Windows\System32\winnsi.dll
1588	svchost.exe	0x6e770000	True	True	True	\Windows\System32\dhcpcsvc6.dll
1588	svchost.exe	0x6e4d0000	True	True	True	\Windows\System32\netjoin.dll
1588	svchost.exe	0x6d900000	True	True	True	\Windows\System32\ssdpapi.dll
1588	svchost.exe	0x6d910000	True	True	True	\Windows\System32\winhttp.dll
1588	svchost.exe	0x6e550000	True	True	True	\Windows\System32\dhcpcsvc.dll
1588	svchost.exe	0x6e530000	True	True	True	\Windows\System32\samcli.dll
1588	svchost.exe	0x70190000	True	True	True	\Windows\System32\wkscli.dll
1588	svchost.exe	0x6e940000	True	True	True	\Windows\System32\urlmon.dll
1588	svchost.exe	0x6ec60000	True	True	True	\Windows\System32\iertutil.dll
1588	svchost.exe	0x701a0000	True	True	True	\Windows\System32\logoncli.dll
1588	svchost.exe	0x711a0000	True	True	True	\Windows\System32\xmllite.dll
1588	svchost.exe	0x70650000	True	True	True	\Windows\System32\wmiclnt.dll
1588	svchost.exe	0x703a0000	True	True	True	\Windows\System32\wevtapi.dll
1588	svchost.exe	0x707f0000	True	True	True	\Windows\System32\taskschd.dll
1588	svchost.exe	0x707c0000	True	True	True	\Windows\System32\netprofm.dll
1588	svchost.exe	0x70ec0000	True	True	True	\Windows\System32\policymanager.dll
1588	svchost.exe	0x73770000	True	True	True	\Windows\System32\gpapi.dll
1588	svchost.exe	0x72dc0000	True	True	True	\Windows\System32\msvcp110_win.dll
1588	svchost.exe	0x72d70000	True	True	True	\Windows\System32\samlib.dll
1588	svchost.exe	0x72bf0000	True	True	True	\Windows\System32\propsys.dll
1588	svchost.exe	0x72db0000	True	True	True	\Windows\System32\wtsapi32.dll
1588	svchost.exe	0x72e30000	True	True	True	\Windows\System32\dsreg.dll
1588	svchost.exe	0x73b50000	True	True	True	\Windows\System32\ntmarta.dll
1588	svchost.exe	0x73ae0000	True	True	True	\Windows\System32\FirewallAPI.dll
1588	svchost.exe	0x73ab0000	True	True	True	\Windows\System32\fwbase.dll
1588	svchost.exe	0x73ba0000	True	True	True	\Windows\System32\winsta.dll
1588	svchost.exe	0x747c0000	True	True	True	\Windows\System32\KernelBase.dll
1588	svchost.exe	0x74660000	True	True	True	\Windows\System32\sspicli.dll
1588	svchost.exe	0x742c0000	True	True	True	\Windows\System32\wldp.dll
1588	svchost.exe	0x740b0000	True	True	True	\Windows\System32\mswsock.dll
1588	svchost.exe	0x73ee0000	True	True	True	\Windows\System32\dnsapi.dll
1588	svchost.exe	0x73ed0000	True	True	True	\Windows\System32\netutils.dll
1588	svchost.exe	0x74250000	True	True	True	\Windows\System32\cryptbase.dll
1588	svchost.exe	0x74230000	True	True	True	\Windows\System32\cryptsp.dll
1588	svchost.exe	0x74280000	True	True	True	\Windows\System32\joinutil.dll
1588	svchost.exe	0x74550000	True	True	True	\Windows\System32\devobj.dll
1588	svchost.exe	0x74330000	True	True	True	\Windows\System32\bcrypt.dll
1588	svchost.exe	0x74630000	True	True	True	\Windows\System32\userenv.dll
1588	svchost.exe	0x74780000	True	True	True	\Windows\System32\kernel.appcore.dll
1588	svchost.exe	0x74730000	True	True	True	\Windows\System32\powrprof.dll
1588	svchost.exe	0x74720000	True	True	True	\Windows\System32\fltLib.dll
1588	svchost.exe	0x747a0000	True	True	True	\Windows\System32\profapi.dll
1588	svchost.exe	0x77120000	True	True	True	\Windows\System32\rpcrt4.dll
1588	svchost.exe	0x74ed0000	True	True	True	\Windows\System32\win32u.dll
1588	svchost.exe	0x74ad0000	True	True	True	\Windows\System32\bcryptprimitives.dll
1588	svchost.exe	0x749b0000	True	True	True	\Windows\System32\ucrtbase.dll
1588	svchost.exe	0x74d60000	True	True	True	\Windows\System32\gdi32full.dll
1588	svchost.exe	0x74bc0000	True	True	True	\Windows\System32\crypt32.dll
1588	svchost.exe	0x75670000	True	True	True	\Windows\System32\kernel32.dll
1588	svchost.exe	0x75530000	True	True	True	\Windows\System32\wintrust.dll
1588	svchost.exe	0x754b0000	True	True	True	\Windows\System32\msvcp_win.dll
1588	svchost.exe	0x74ef0000	True	True	True	\Windows\System32\windows.storage.dll
1588	svchost.exe	0x75580000	True	True	True	\Windows\System32\cfgmgr32.dll
1588	svchost.exe	0x75620000	True	True	True	\Windows\System32\shlwapi.dll
1588	svchost.exe	0x76f10000	True	True	True	\Windows\System32\gdi32.dll
1588	svchost.exe	0x75710000	True	True	True	\Windows\System32\nsi.dll
1588	svchost.exe	0x77050000	True	True	True	\Windows\System32\msvcrt.dll
1588	svchost.exe	0x76fd0000	True	True	True	\Windows\System32\advapi32.dll
1588	svchost.exe	0x77d10000	True	True	True	\Windows\System32\ntdll.dll
1588	svchost.exe	0x77420000	True	True	True	\Windows\System32\user32.dll
1588	svchost.exe	0x77340000	True	True	True	\Windows\System32\sechost.dll
1588	svchost.exe	0x77900000	True	True	True	\Windows\System32\oleaut32.dll
1588	svchost.exe	0x775a0000	True	True	True	\Windows\System32\combase.dll
1612	dasHost.exe	0x747c0000	True	True	True	\Windows\System32\KernelBase.dll
1612	dasHost.exe	0xb10000	True	False	True	\Windows\System32\dasHost.exe
1612	dasHost.exe	0x6d8f0000	True	True	True	\Windows\System32\deviceassociation.dll
1612	dasHost.exe	0x6d9c0000	True	True	True	\Windows\System32\dafupnp.dll
1612	dasHost.exe	0x6d900000	True	True	True	\Windows\System32\ssdpapi.dll
1612	dasHost.exe	0x6d910000	True	True	True	\Windows\System32\winhttp.dll
1612	dasHost.exe	0x74330000	True	True	True	\Windows\System32\bcrypt.dll
1612	dasHost.exe	0x73ea0000	True	True	True	\Windows\System32\IPHLPAPI.DLL
1612	dasHost.exe	0x74780000	True	True	True	\Windows\System32\kernel.appcore.dll
1612	dasHost.exe	0x77050000	True	True	True	\Windows\System32\msvcrt.dll
1612	dasHost.exe	0x75580000	True	True	True	\Windows\System32\cfgmgr32.dll

1612	dasHost.exe	0x74ad0000	True	True	True	\Windows\System32\bcryptprimitives.dll
1612	dasHost.exe	0x749b0000	True	True	True	\Windows\System32\ucrtbase.dll
1612	dasHost.exe	0x754b0000	True	True	True	\Windows\System32\msvcp_win.dll
1612	dasHost.exe	0x75670000	True	True	True	\Windows\System32\kernel32.dll
1612	dasHost.exe	0x77d10000	True	True	True	\Windows\System32\ntdll.dll
1612	dasHost.exe	0x77340000	True	True	True	\Windows\System32\sechost.dll
1612	dasHost.exe	0x77120000	True	True	True	\Windows\System32\rpcrt4.dll
1612	dasHost.exe	0x77900000	True	True	True	\Windows\System32\oleaut32.dll
1612	dasHost.exe	0x775a0000	True	True	True	\Windows\System32\combase.dll
1708	svchost.exe	0x74780000	True	True	True	\Windows\System32\kernel.appcore.dll
1708	svchost.exe	0x1270000	True	False	True	\Windows\System32\svchost.exe
1708	svchost.exe	0x33e0000	False	False	False	\Windows\System32\en-US\svchost.exe.mui
1708	svchost.exe	0x6d630000	True	True	True	\Windows\System32\ssdpsrv.dll
1708	svchost.exe	0x6d2b0000	True	True	True	\Windows\System32\wship6.dll
1708	svchost.exe	0x69550000	True	True	True	\Windows\System32\fwpolicyiomgr.dll
1708	svchost.exe	0x6d2c0000	True	True	True	\Windows\System32\WSHTCPIP.DLL
1708	svchost.exe	0x6d2d0000	True	True	True	\Windows\System32\wshqos.dll
1708	svchost.exe	0x74230000	True	True	True	\Windows\System32\cryptsp.dll
1708	svchost.exe	0x73ae0000	True	True	True	\Windows\System32\FirewallAPI.dll
1708	svchost.exe	0x6e770000	True	True	True	\Windows\System32\dhcpcsvc6.dll
1708	svchost.exe	0x6e550000	True	True	True	\Windows\System32\dhcpcsvc.dll
1708	svchost.exe	0x73ab0000	True	True	True	\Windows\System32\fwbase.dll
1708	svchost.exe	0x70250000	True	True	True	\Windows\System32\winnsi.dll
1708	svchost.exe	0x73ea0000	True	True	True	\Windows\System32\IPHLPAPI.DLL
1708	svchost.exe	0x73d50000	True	True	True	\Windows\System32\rsaenh.dll
1708	svchost.exe	0x740b0000	True	True	True	\Windows\System32\mswsock.dll
1708	svchost.exe	0x742c0000	True	True	True	\Windows\System32\wldp.dll
1708	svchost.exe	0x74250000	True	True	True	\Windows\System32\cryptbase.dll
1708	svchost.exe	0x74660000	True	True	True	\Windows\System32\sspicli.dll
1708	svchost.exe	0x74330000	True	True	True	\Windows\System32\bcrypt.dll
1708	svchost.exe	0x74730000	True	True	True	\Windows\System32\powrprof.dll
1708	svchost.exe	0x75670000	True	True	True	\Windows\System32\kernel32.dll
1708	svchost.exe	0x749b0000	True	True	True	\Windows\System32\ucrtbase.dll
1708	svchost.exe	0x747c0000	True	True	True	\Windows\System32\KernelBase.dll
1708	svchost.exe	0x74d60000	True	True	True	\Windows\System32\gdi32full.dll
1708	svchost.exe	0x74ad0000	True	True	True	\Windows\System32\bcryptprimitives.dll
1708	svchost.exe	0x74bc0000	True	True	True	\Windows\System32\crypt32.dll
1708	svchost.exe	0x754b0000	True	True	True	\Windows\System32\msvcp_win.dll
1708	svchost.exe	0x74ed0000	True	True	True	\Windows\System32\win32u.dll
1708	svchost.exe	0x75530000	True	True	True	\Windows\System32\wintrust.dll
1708	svchost.exe	0x77d10000	True	True	True	\Windows\System32\ntdll.dll
1708	svchost.exe	0x77340000	True	True	True	\Windows\System32\sechost.dll
1708	svchost.exe	0x77050000	True	True	True	\Windows\System32\msvcrt.dll
1708	svchost.exe	0x76f10000	True	True	True	\Windows\System32\gdi32.dll
1708	svchost.exe	0x75710000	True	True	True	\Windows\System32\nsi.dll
1708	svchost.exe	0x76fd0000	True	True	True	\Windows\System32\advapi32.dll
1708	svchost.exe	0x77120000	True	True	True	\Windows\System32\rpcrt4.dll
1708	svchost.exe	0x775a0000	True	True	True	\Windows\System32\combase.dll
1708	svchost.exe	0x77420000	True	True	True	\Windows\System32\user32.dll
1732	svchost.exe	0x747c0000	True	True	True	\Windows\System32\KernelBase.dll
1732	svchost.exe	0x1270000	True	False	True	\Windows\System32\svchost.exe
1732	svchost.exe	0x1230000	False	False	False	\Windows\System32\en-US\svchost.exe.mui
1732	svchost.exe	0x6d4d0000	True	True	True	\Windows\System32\SEMgrSvc.dll
1732	svchost.exe	0x6d330000	True	True	True	\Windows\System32\tbs.dll
1732	svchost.exe	0x61620000	True	True	True	\Windows\System32\execmodelproxy.dll
1732	svchost.exe	0x61f00000	True	True	True	\Windows\System32\OneCoreCommonProxyStub.dll
1732	svchost.exe	0x6d2e0000	True	True	True	\Windows\System32\capauthz.dll
1732	svchost.exe	0x6d460000	True	True	True	\Windows\System32\cryptngc.dll
1732	svchost.exe	0x6d340000	True	True	True	\Windows\System32\PCPKsp.dll
1732	svchost.exe	0x6d4c0000	True	True	True	\Windows\System32\SEMgrSvcPAL.dll
1732	svchost.exe	0x74330000	True	True	True	\Windows\System32\bcrypt.dll
1732	svchost.exe	0x73390000	True	True	True	\Windows\System32\rmclient.dll
1732	svchost.exe	0x711a0000	True	True	True	\Windows\System32\xmllite.dll
1732	svchost.exe	0x70590000	True	True	True	\Windows\System32\bi.dll
1732	svchost.exe	0x70390000	True	True	True	\Windows\System32\usermgrcli.dll
1732	svchost.exe	0x71aa0000	True	True	True	\Windows\System32\BrokerLib.dll
1732	svchost.exe	0x742e0000	True	True	True	\Windows\System32\ntasn1.dll
1732	svchost.exe	0x73b50000	True	True	True	\Windows\System32\ntmarta.dll
1732	svchost.exe	0x73410000	True	True	True	\Windows\System32\twinapi.appcore.dll
1732	svchost.exe	0x742c0000	True	True	True	\Windows\System32\wldp.dll
1732	svchost.exe	0x74310000	True	True	True	\Windows\System32\ncrypt.dll
1732	svchost.exe	0x74780000	True	True	True	\Windows\System32\kernel.appcore.dll
1732	svchost.exe	0x74720000	True	True	True	\Windows\System32\fltLib.dll
1732	svchost.exe	0x74730000	True	True	True	\Windows\System32\powrprof.dll
1732	svchost.exe	0x747a0000	True	True	True	\Windows\System32\profapi.dll
1732	svchost.exe	0x75670000	True	True	True	\Windows\System32\kernel32.dll
1732	svchost.exe	0x74ed0000	True	True	True	\Windows\System32\win32u.dll
1732	svchost.exe	0x74ad0000	True	True	True	\Windows\System32\bcryptprimitives.dll
1732	svchost.exe	0x749b0000	True	True	True	\Windows\System32\ucrtbase.dll
1732	svchost.exe	0x74d60000	True	True	True	\Windows\System32\gdi32full.dll
1732	svchost.exe	0x74bc0000	True	True	True	\Windows\System32\crypt32.dll
1732	svchost.exe	0x754b0000	True	True	True	\Windows\System32\msvcp_win.dll
1732	svchost.exe	0x74ef0000	True	True	True	\Windows\System32\windows.storage.dll
1732	svchost.exe	0x75580000	True	True	True	\Windows\System32\cfgmgr32.dll
1732	svchost.exe	0x75530000	True	True	True	\Windows\System32\wintrust.dll
1732	svchost.exe	0x75620000	True	True	True	\Windows\System32\shlwapi.dll
1732	svchost.exe	0x77d10000	True	True	True	\Windows\System32\ntdll.dll
1732	svchost.exe	0x77340000	True	True	True	\Windows\System32\sechost.dll
1732	svchost.exe	0x77050000	True	True	True	\Windows\System32\msvcrt.dll
1732	svchost.exe	0x76f40000	True	True	True	\Windows\System32\coml2.dll
1732	svchost.exe	0x76f10000	True	True	True	\Windows\System32\gdi32.dll
1732	svchost.exe	0x76fd0000	True	True	True	\Windows\System32\advapi32.dll
1732	svchost.exe	0x77120000	True	True	True	\Windows\System32\rpcrt4.dll
1732	svchost.exe	0x775a0000	True	True	True	\Windows\System32\combase.dll
1732	svchost.exe	0x77420000	True	True	True	\Windows\System32\user32.dll
1732	svchost.exe	0x77900000	True	True	True	\Windows\System32\oleaut32.dll
1732	svchost.exe	0x77800000	True	True	True	\Windows\System32\ole32.dll
1840	vmacthlp.exe	0x747c0000	True	True	True	\Windows\System32\KernelBase.dll
1840	vmacthlp.exe	0x2d0000	True	False	True	\Program Files\VMware\VMware Tools\vmacthlp.exe
1840	vmacthlp.exe	0x6d200000	True	True	True	\Windows\WinSxS\x86_microsoft.vc90.crt_1fc8b3b9a1e18e3b_9.0.30729.9415_none_508df7e2bcbccb90\msvcr90.dll
1840	vmacthlp.exe	0x6d160000	True	True	True	\Windows\WinSxS\x86_microsoft.vc90.crt_1fc8b3b9a1e18e3b_9.0.30729.9415_none_508df7e2bcbccb90\msvcp90.dll
1840	vmacthlp.exe	0x6d1f0000	True	True	True	\Windows\System32\shfolder.dll
1840	vmacthlp.exe	0x74780000	True	True	True	\Windows\System32\kernel.appcore.dll
1840	vmacthlp.exe	0x74730000	True	True	True	\Windows\System32\powrprof.dll
1840	vmacthlp.exe	0x74720000	True	True	True	\Windows\System32\fltLib.dll
1840	vmacthlp.exe	0x747a0000	True	True	True	\Windows\System32\profapi.dll
1840	vmacthlp.exe	0x76fd0000	True	True	True	\Windows\System32\advapi32.dll
1840	vmacthlp.exe	0x754b0000	True	True	True	\Windows\System32\msvcp_win.dll
1840	vmacthlp.exe	0x74ed0000	True	True	True	\Windows\System32\win32u.dll
1840	vmacthlp.exe	0x74ad0000	True	True	True	\Windows\System32\bcryptprimitives.dll
1840	vmacthlp.exe	0x749b0000	True	True	True	\Windows\System32\ucrtbase.dll
1840	vmacthlp.exe	0x74d60000	True	True	True	\Windows\System32\gdi32full.dll
1840	vmacthlp.exe	0x74ef0000	True	True	True	\Windows\System32\windows.storage.dll
1840	vmacthlp.exe	0x75670000	True	True	True	\Windows\System32\kernel32.dll
1840	vmacthlp.exe	0x75580000	True	True	True	\Windows\System32\cfgmgr32.dll
1840	vmacthlp.exe	0x75620000	True	True	True	\Windows\System32\shlwapi.dll
1840	vmacthlp.exe	0x76f10000	True	True	True	\Windows\System32\gdi32.dll
1840	vmacthlp.exe	0x75720000	True	True	True	\Windows\System32\shell32.dll
1840	vmacthlp.exe	0x77d10000	True	True	True	\Windows\System32\ntdll.dll
1840	vmacthlp.exe	0x77420000	True	True	True	\Windows\System32\user32.dll
1840	vmacthlp.exe	0x77120000	True	True	True	\Windows\System32\rpcrt4.dll
1840	vmacthlp.exe	0x77050000	True	True	True	\Windows\System32\msvcrt.dll
1840	vmacthlp.exe	0x77340000	True	True	True	\Windows\System32\sechost.dll
1840	vmacthlp.exe	0x77800000	True	True	True	\Windows\System32\ole32.dll
1840	vmacthlp.exe	0x775a0000	True	True	True	\Windows\System32\combase.dll
1840	vmacthlp.exe	0x77900000	True	True	True	\Windows\System32\oleaut32.dll
1880	helperservice.	0x8f0000	True	False	True	\SectionB\HDD Capture\FTK\helperservice.exe
1904	WUDFHost.exe	0x739d0000	True	True	True	\Windows\System32\WUDFPlatform.dll
1904	WUDFHost.exe	0x7f0000	False	False	False	\Windows\System32\en-US\WUDFHost.exe.mui
1904	WUDFHost.exe	0xd30000	False	False	False	\Windows\System32\en-US\user32.dll.mui
1904	WUDFHost.exe	0x11d0000	True	False	True	\Windows\System32\WUDFHost.exe
1904	WUDFHost.exe	0x6cb80000	True	True	True	\Windows\System32\mfperfhelper.dll
1904	WUDFHost.exe	0x6cae0000	True	True	True	\Windows\System32\PortableDeviceClassExtension.dll
1904	WUDFHost.exe	0x6ca90000	True	True	True	\Windows\System32\PortableDeviceTypes.dll
1904	WUDFHost.exe	0x6cb00000	True	True	True	\Windows\System32\WUDFx.dll
1904	WUDFHost.exe	0x6ccd0000	True	True	True	\Windows\System32\WMVCORE.DLL
1904	WUDFHost.exe	0x6cc90000	True	True	True	\Windows\System32\WMASF.DLL
1904	WUDFHost.exe	0x6cef0000	True	True	True	\Windows\System32\drivers\UMDF\WpdFs.dll
1904	WUDFHost.exe	0x72bf0000	True	True	True	\Windows\System32\propsys.dll
1904	WUDFHost.exe	0x75670000	True	True	True	\Windows\System32\kernel32.dll
1904	WUDFHost.exe	0x747c0000	True	True	True	\Windows\System32\KernelBase.dll
1904	WUDFHost.exe	0x74660000	True	True	True	\Windows\System32\sspicli.dll
1904	WUDFHost.exe	0x74550000	True	True	True	\Windows\System32\devobj.dll
1904	WUDFHost.exe	0x74780000	True	True	True	\Windows\System32\kernel.appcore.dll
1904	WUDFHost.exe	0x74ed0000	True	True	True	\Windows\System32\win32u.dll
1904	WUDFHost.exe	0x74ad0000	True	True	True	\Windows\System32\bcryptprimitives.dll
1904	WUDFHost.exe	0x749b0000	True	True	True	\Windows\System32\ucrtbase.dll
1904	WUDFHost.exe	0x74d60000	True	True	True	\Windows\System32\gdi32full.dll
1904	WUDFHost.exe	0x74bc0000	True	True	True	\Windows\System32\crypt32.dll
1904	WUDFHost.exe	0x75530000	True	True	True	\Windows\System32\wintrust.dll
1904	WUDFHost.exe	0x754b0000	True	True	True	\Windows\System32\msvcp_win.dll
1904	WUDFHost.exe	0x75580000	True	True	True	\Windows\System32\cfgmgr32.dll
1904	WUDFHost.exe	0x77d10000	True	True	True	\Windows\System32\ntdll.dll
1904	WUDFHost.exe	0x77340000	True	True	True	\Windows\System32\sechost.dll
1904	WUDFHost.exe	0x77050000	True	True	True	\Windows\System32\msvcrt.dll
1904	WUDFHost.exe	0x76f10000	True	True	True	\Windows\System32\gdi32.dll
1904	WUDFHost.exe	0x76fd0000	True	True	True	\Windows\System32\advapi32.dll
1904	WUDFHost.exe	0x77120000	True	True	True	\Windows\System32\rpcrt4.dll
1904	WUDFHost.exe	0x775a0000	True	True	True	\Windows\System32\combase.dll
1904	WUDFHost.exe	0x77420000	True	True	True	\Windows\System32\user32.dll
1904	WUDFHost.exe	0x77900000	True	True	True	\Windows\System32\oleaut32.dll
492	svchost.exe	0x1270000	True	False	True	\Windows\System32\svchost.exe
492	svchost.exe	0x1260000	False	False	False	\Windows\System32\en-US\svchost.exe.mui
492	svchost.exe	0x36b0000	False	False	False	\Windows\System32\en-US\AudioSrv.dll.mui
492	svchost.exe	0x747c0000	True	True	True	\Windows\System32\KernelBase.dll
492	svchost.exe	0x711a0000	True	True	True	\Windows\System32\xmllite.dll
492	svchost.exe	0x6b720000	True	True	True	\Windows\System32\AudioSrvPolicyManager.dll
492	svchost.exe	0xf620000	True	True	True	\Windows\System32\Windows.Perception.Stub.dll
